record_id,train_id,train_name,service_date,route_id,origin_station,destination_station,section_id,station_sequence,station_name,scheduled_departure,scheduled_arrival,scheduled_destination_arrival,actual_observation_time,actual_destination_arrival,latitude,longitude,current_speed_kmh,distance_remaining_km,current_delay_minutes,station_arrival_time,station_departure_time,weather_condition,track_condition,signal_aspect,historical_section_delay_minutes,scheduled_travel_time_min,historical_delay_minutes,station_dwell_time_min,route_section,observation_hour,day_of_week,progress_ratio,target_arrival_delay_minutes
OBS-001854,12005,Sahyadri Express,2026-01-31,PUNE_SOLAPUR,Pune,Solapur,PUNE_DAUND,0,Pune,2026-01-31 09:20:00,2026-01-31 09:20:00,2026-01-31 12:45:00,2026-01-31 10:00:00,2026-01-31 12:51:00,18.425019,72.988528,60.3,224.8,0.0,2026-01-31 09:20:00,2026-01-31 09:20:00,clear,normal,GREEN,8.8,205.0,8.8,0.0,PUNE_SOLAPUR:PUNE_DAUND,10,5,0.1951219512195122,6.0
OBS-001855,12005,Sahyadri Express,2026-01-31,PUNE_SOLAPUR,Pune,Solapur,DAUND_KURDUVADI,1,Daund,2026-01-31 09:20:00,2026-01-31 10:15:00,2026-01-31 12:45:00,2026-01-31 10:25:00,2026-01-31 12:51:00,18.705296,73.341303,57.6,180.4,0.6,2026-01-31 10:15:36,2026-01-31 10:20:12,clear,normal,GREEN,8.8,205.0,8.8,4.6,PUNE_SOLAPUR:DAUND_KURDUVADI,10,5,0.3170731707317073,6.0
OBS-001856,12005,Sahyadri Express,2026-01-31,PUNE_SOLAPUR,Pune,Solapur,DAUND_KURDUVADI,1,Daund,2026-01-31 09:20:00,2026-01-31 10:15:00,2026-01-31 12:45:00,2026-01-31 10:40:00,2026-01-31 12:51:00,18.659736,73.327256,56.4,166.5,4.5,2026-01-31 10:19:30,2026-01-31 10:21:30,clear,wet,YELLOW,8.8,205.0,8.8,2.0,PUNE_SOLAPUR:DAUND_KURDUVADI,10,5,0.3902439024390244,6.0
OBS-001857,12005,Sahyadri Express,2026-01-31,PUNE_SOLAPUR,Pune,Solapur,DAUND_KURDUVADI,1,Daund,2026-01-31 09:20:00,2026-01-31 10:15:00,2026-01-31 12:45:00,2026-01-31 10:55:00,2026-01-31 12:51:00,18.655372,73.340141,60.5,149.67,5.2,2026-01-31 10:20:12,2026-01-31 10:22:12,cloudy,wet,GREEN,8.8,205.0,8.8,2.0,PUNE_SOLAPUR:DAUND_KURDUVADI,10,5,0.4634146341463415,6.0
OBS-001858,12005,Sahyadri Express,2026-01-31,PUNE_SOLAPUR,Pune,Solapur,KURDUVADI_SOLAPUR,2,Kurduvadi,2026-01-31 09:20:00,2026-01-31 11:35:00,2026-01-31 12:45:00,2026-01-31 11:45:00,2026-01-31 12:51:00,18.983474,73.675789,76.9,72.18,5.5,2026-01-31 11:40:30,2026-01-31 11:44:36,clear,wet,YELLOW,8.8,205.0,8.8,4.1,PUNE_SOLAPUR:KURDUVADI_SOLAPUR,11,5,0.7073170731707317,6.0
OBS-001859,12005,Sahyadri Express,2026-01-31,PUNE_SOLAPUR,Pune,Solapur,KURDUVADI_SOLAPUR,2,Kurduvadi,2026-01-31 09:20:00,2026-01-31 11:35:00,2026-01-31 12:45:00,2026-01-31 12:00:00,2026-01-31 12:51:00,18.937872,73.67715,73.3,54.46,5.8,2026-01-31 11:40:48,2026-01-31 11:42:48,clear,normal,GREEN,8.8,205.0,8.8,2.0,PUNE_SOLAPUR:KURDUVADI_SOLAPUR,12,5,0.7804878048780488,6.0
OBS-001860,12005,Sahyadri Express,2026-01-31,PUNE_SOLAPUR,Pune,Solapur,KURDUVADI_SOLAPUR,2,Kurduvadi,2026-01-31 09:20:00,2026-01-31 11:35:00,2026-01-31 12:45:00,2026-01-31 12:15:00,2026-01-31 12:51:00,18.939954,73.724059,51.2,50.87,7.8,2026-01-31 11:42:48,2026-01-31 11:44:48,cloudy,normal,DOUBLE_YELLOW,8.8,205.0,8.8,2.0,PUNE_SOLAPUR:KURDUVADI_SOLAPUR,12,5,0.8536585365853658,6.0
OBS-001861,12000,Deccan Express,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,PUNE_LONAVALA,0,Pune,2026-02-01 12:15:00,2026-02-01 12:15:00,2026-02-01 14:35:00,2026-02-01 12:25:00,2026-02-01 14:38:48,18.395125,73.000299,72.4,179.93,-0.7,2026-02-01 12:14:18,2026-02-01 12:17:06,rain,normal,DOUBLE_YELLOW,4.1,140.0,4.1,2.8,PUNE_MUMBAI:PUNE_LONAVALA,12,6,0.07142857142857142,3.8
OBS-001862,12000,Deccan Express,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,PUNE_LONAVALA,0,Pune,2026-02-01 12:15:00,2026-02-01 12:15:00,2026-02-01 14:35:00,2026-02-01 12:40:00,2026-02-01 14:38:48,18.42395,73.00788,70.7,162.54,2.2,2026-02-01 12:17:12,2026-02-01 12:17:12,cloudy,normal,RED,4.1,140.0,4.1,0.0,PUNE_MUMBAI:PUNE_LONAVALA,12,6,0.17857142857142858,3.8
OBS-001863,12000,Deccan Express,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,PUNE_LONAVALA,0,Pune,2026-02-01 12:15:00,2026-02-01 12:15:00,2026-02-01 14:35:00,2026-02-01 12:55:00,2026-02-01 14:38:48,18.429053,73.008653,54.9,155.4,-0.2,2026-02-01 12:14:48,2026-02-01 12:14:48,clear,normal,RED,4.1,140.0,4.1,0.0,PUNE_MUMBAI:PUNE_LONAVALA,12,6,0.2857142857142857,3.8
OBS-001864,12000,Deccan Express,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,LONAVALA_KARJAT,1,Lonavala,2026-02-01 12:15:00,2026-02-01 12:50:00,2026-02-01 14:35:00,2026-02-01 13:00:00,2026-02-01 14:38:48,18.673249,73.355989,64.9,117.18,-0.2,2026-02-01 12:49:48,2026-02-01 12:53:30,cloudy,normal,YELLOW,4.1,140.0,4.1,3.7,PUNE_MUMBAI:LONAVALA_KARJAT,13,6,0.32142857142857145,3.8
OBS-001865,12000,Deccan Express,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,LONAVALA_KARJAT,1,Lonavala,2026-02-01 12:15:00,2026-02-01 12:50:00,2026-02-01 14:35:00,2026-02-01 13:15:00,2026-02-01 14:38:48,18.689322,73.373895,52.3,106.21,2.0,2026-02-01 12:52:00,2026-02-01 12:54:00,clear,normal,DOUBLE_YELLOW,4.1,140.0,4.1,2.0,PUNE_MUMBAI:LONAVALA_KARJAT,13,6,0.42857142857142855,3.8
OBS-001866,12000,Deccan Express,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,LONAVALA_KARJAT,1,Lonavala,2026-02-01 12:15:00,2026-02-01 12:50:00,2026-02-01 14:35:00,2026-02-01 13:30:00,2026-02-01 14:38:48,18.706454,73.373602,59.9,88.07,3.1,2026-02-01 12:53:06,2026-02-01 12:55:06,cloudy,normal,GREEN,4.1,140.0,4.1,2.0,PUNE_MUMBAI:LONAVALA_KARJAT,13,6,0.5357142857142857,3.8
OBS-001867,12000,Deccan Express,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,KARJAT_KALYAN,2,Karjat,2026-02-01 12:15:00,2026-02-01 13:25:00,2026-02-01 14:35:00,2026-02-01 13:35:00,2026-02-01 14:38:48,18.957216,73.688462,59.2,77.13,0.4,2026-02-01 13:25:24,2026-02-01 13:29:00,rain,normal,YELLOW,4.1,140.0,4.1,3.6,PUNE_MUMBAI:KARJAT_KALYAN,13,6,0.5714285714285714,3.8
OBS-001868,12000,Deccan Express,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,KARJAT_KALYAN,2,Karjat,2026-02-01 12:15:00,2026-02-01 13:25:00,2026-02-01 14:35:00,2026-02-01 13:50:00,2026-02-01 14:38:48,18.983857,73.707531,56.3,63.54,0.9,2026-02-01 13:25:54,2026-02-01 13:27:54,cloudy,normal,GREEN,4.1,140.0,4.1,2.0,PUNE_MUMBAI:KARJAT_KALYAN,13,6,0.6785714285714286,3.8
OBS-001869,12000,Deccan Express,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,KARJAT_KALYAN,2,Karjat,2026-02-01 12:15:00,2026-02-01 13:25:00,2026-02-01 14:35:00,2026-02-01 14:05:00,2026-02-01 14:38:48,18.976036,73.71192,49.8,53.8,3.4,2026-02-01 13:28:24,2026-02-01 13:30:24,rain,wet,DOUBLE_YELLOW,4.1,140.0,4.1,2.0,PUNE_MUMBAI:KARJAT_KALYAN,14,6,0.7857142857142857,3.8
OBS-001870,12000,Deccan Express,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,KALYAN_MUMBAI,3,Kalyan,2026-02-01 12:15:00,2026-02-01 14:00:00,2026-02-01 14:35:00,2026-02-01 14:10:00,2026-02-01 14:38:48,19.21642,74.064109,62.5,36.58,1.2,2026-02-01 14:01:12,2026-02-01 14:06:42,clear,normal,GREEN,4.1,140.0,4.1,5.5,PUNE_MUMBAI:KALYAN_MUMBAI,14,6,0.8214285714285714,3.8
OBS-001871,12000,Deccan Express,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,KALYAN_MUMBAI,3,Kalyan,2026-02-01 12:15:00,2026-02-01 14:00:00,2026-02-01 14:35:00,2026-02-01 14:25:00,2026-02-01 14:38:48,19.218557,74.025457,68.6,18.42,5.8,2026-02-01 14:05:48,2026-02-01 14:07:48,clear,normal,GREEN,4.1,140.0,4.1,2.0,PUNE_MUMBAI:KALYAN_MUMBAI,14,6,0.9285714285714286,3.8
OBS-001872,12000,Deccan Express,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,KALYAN_MUMBAI,3,Kalyan,2026-02-01 12:15:00,2026-02-01 14:00:00,2026-02-01 14:35:00,2026-02-01 14:40:00,2026-02-01 14:38:48,19.248724,74.079965,68.9,1.07,4.3,2026-02-01 14:04:18,2026-02-01 14:06:18,clear,normal,YELLOW,4.1,140.0,4.1,2.0,PUNE_MUMBAI:KALYAN_MUMBAI,14,6,1.0,3.8
OBS-001873,12001,Konark Express,2026-02-01,MUMBAI_NASHIK,Mumbai,Nashik,MUMBAI_KALYAN,0,Mumbai,2026-02-01 14:22:00,2026-02-01 14:22:00,2026-02-01 16:57:00,2026-02-01 14:32:00,2026-02-01 17:01:42,18.395962,73.018342,69.9,173.35,3.7,2026-02-01 14:25:42,2026-02-01 14:29:48,clear,wet,DOUBLE_YELLOW,7.2,155.0,7.2,4.1,MUMBAI_NASHIK:MUMBAI_KALYAN,14,6,0.06451612903225806,4.7
OBS-001874,12001,Konark Express,2026-02-01,MUMBAI_NASHIK,Mumbai,Nashik,MUMBAI_KALYAN,0,Mumbai,2026-02-01 14:22:00,2026-02-01 14:22:00,2026-02-01 16:57:00,2026-02-01 14:47:00,2026-02-01 17:01:42,18.427409,73.01338,61.4,159.42,1.7,2026-02-01 14:23:42,2026-02-01 14:23:42,rain,wet,RED,7.2,155.0,7.2,0.0,MUMBAI_NASHIK:MUMBAI_KALYAN,14,6,0.16129032258064516,4.7
OBS-001875,12001,Konark Express,2026-02-01,MUMBAI_NASHIK,Mumbai,Nashik,MUMBAI_KALYAN,0,Mumbai,2026-02-01 14:22:00,2026-02-01 14:22:00,2026-02-01 16:57:00,2026-02-01 15:02:00,2026-02-01 17:01:42,18.411779,72.990241,70.2,138.2,-0.1,2026-02-01 14:21:54,2026-02-01 14:21:54,rain,wet,YELLOW,7.2,155.0,7.2,0.0,MUMBAI_NASHIK:MUMBAI_KALYAN,15,6,0.25806451612903225,4.7
OBS-001876,12001,Konark Express,2026-02-01,MUMBAI_NASHIK,Mumbai,Nashik,KALYAN_KASARA,1,Kalyan,2026-02-01 14:22:00,2026-02-01 15:04:00,2026-02-01 16:57:00,2026-02-01 15:14:00,2026-02-01 17:01:42,18.68522,73.337324,53.7,124.05,3.6,2026-02-01 15:07:36,2026-02-01 15:10:54,cloudy,normal,GREEN,7.2,155.0,7.2,3.3,MUMBAI_NASHIK:KALYAN_KASARA,15,6,0.33548387096774196,4.7
OBS-001877,12001,Konark Express,2026-02-01,MUMBAI_NASHIK,Mumbai,Nashik,KALYAN_KASARA,1,Kalyan,2026-02-01 14:22:00,2026-02-01 15:04:00,2026-02-01 16:57:00,2026-02-01 15:29:00,2026-02-01 17:01:42,18.654806,73.322089,65.8,105.58,2.9,2026-02-01 15:06:54,2026-02-01 15:08:54,rain,normal,DOUBLE_YELLOW,7.2,155.0,7.2,2.0,MUMBAI_NASHIK:KALYAN_KASARA,15,6,0.432258064516129,4.7
OBS-001878,12001,Konark Express,2026-02-01,MUMBAI_NASHIK,Mumbai,Nashik,KALYAN_KASARA,1,Kalyan,2026-02-01 14:22:00,2026-02-01 15:04:00,2026-02-01 16:57:00,2026-02-01 15:44:00,2026-02-01 17:01:42,18.689041,73.354442,68.4,87.4,1.7,2026-02-01 15:05:42,2026-02-01 15:07:42,rain,wet,GREEN,7.2,155.0,7.2,2.0,MUMBAI_NASHIK:KALYAN_KASARA,15,6,0.5290322580645161,4.7
OBS-001879,12001,Konark Express,2026-02-01,MUMBAI_NASHIK,Mumbai,Nashik,KASARA_NASHIK,2,Kasara,2026-02-01 14:22:00,2026-02-01 16:00:00,2026-02-01 16:57:00,2026-02-01 16:10:00,2026-02-01 17:01:42,18.966155,73.700556,59.5,59.08,1.3,2026-02-01 16:01:18,2026-02-01 16:07:36,clear,wet,DOUBLE_YELLOW,7.2,155.0,7.2,6.3,MUMBAI_NASHIK:KASARA_NASHIK,16,6,0.6967741935483871,4.7
OBS-001880,12001,Konark Express,2026-02-01,MUMBAI_NASHIK,Mumbai,Nashik,KASARA_NASHIK,2,Kasara,2026-02-01 14:22:00,2026-02-01 16:00:00,2026-02-01 16:57:00,2026-02-01 16:25:00,2026-02-01 17:01:42,18.936287,73.708319,65.2,41.83,5.3,2026-02-01 16:05:18,2026-02-01 16:07:18,clear,normal,DOUBLE_YELLOW,7.2,155.0,7.2,2.0,MUMBAI_NASHIK:KASARA_NASHIK,16,6,0.7935483870967742,4.7
OBS-001881,12001,Konark Express,2026-02-01,MUMBAI_NASHIK,Mumbai,Nashik,KASARA_NASHIK,2,Kasara,2026-02-01 14:22:00,2026-02-01 16:00:00,2026-02-01 16:57:00,2026-02-01 16:40:00,2026-02-01 17:01:42,18.95877,73.721374,68.7,23.2,-0.0,2026-02-01 16:00:00,2026-02-01 16:02:00,cloudy,wet,GREEN,7.2,155.0,7.2,2.0,MUMBAI_NASHIK:KASARA_NASHIK,16,6,0.8903225806451613,4.7
OBS-001882,12002,Shivneri Express,2026-02-01,PUNE_SOLAPUR,Pune,Solapur,PUNE_DAUND,0,Pune,2026-02-01 16:29:00,2026-02-01 16:29:00,2026-02-01 19:54:00,2026-02-01 16:39:00,2026-02-01 20:08:12,18.414271,72.993449,69.8,253.37,-0.1,2026-02-01 16:28:54,2026-02-01 16:32:30,cloudy,wet,DOUBLE_YELLOW,5.8,205.0,5.8,3.6,PUNE_SOLAPUR:PUNE_DAUND,16,6,0.04878048780487805,14.2
OBS-001883,12002,Shivneri Express,2026-02-01,PUNE_SOLAPUR,Pune,Solapur,PUNE_DAUND,0,Pune,2026-02-01 16:29:00,2026-02-01 16:29:00,2026-02-01 19:54:00,2026-02-01 16:54:00,2026-02-01 20:08:12,18.376368,72.996762,72.2,234.92,-0.4,2026-02-01 16:28:36,2026-02-01 16:28:36,clear,wet,RED,5.8,205.0,5.8,0.0,PUNE_SOLAPUR:PUNE_DAUND,16,6,0.12195121951219512,14.2
OBS-001884,12002,Shivneri Express,2026-02-01,PUNE_SOLAPUR,Pune,Solapur,PUNE_DAUND,0,Pune,2026-02-01 16:29:00,2026-02-01 16:29:00,2026-02-01 19:54:00,2026-02-01 17:09:00,2026-02-01 20:08:12,18.425961,73.009464,63.5,222.67,4.1,2026-02-01 16:33:06,2026-02-01 16:33:06,rain,normal,DOUBLE_YELLOW,5.8,205.0,5.8,0.0,PUNE_SOLAPUR:PUNE_DAUND,17,6,0.1951219512195122,14.2
OBS-001885,12002,Shivneri Express,2026-02-01,PUNE_SOLAPUR,Pune,Solapur,DAUND_KURDUVADI,1,Daund,2026-02-01 16:29:00,2026-02-01 17:24:00,2026-02-01 19:54:00,2026-02-01 17:34:00,2026-02-01 20:08:12,18.696627,73.359391,60.0,180.0,3.3,2026-02-01 17:27:18,2026-02-01 17:30:48,rain,normal,YELLOW,5.8,205.0,5.8,3.5,PUNE_SOLAPUR:DAUND_KURDUVADI,17,6,0.3170731707317073,14.2
OBS-001886,12002,Shivneri Express,2026-02-01,PUNE_SOLAPUR,Pune,Solapur,DAUND_KURDUVADI,1,Daund,2026-02-01 16:29:00,2026-02-01 17:24:00,2026-02-01 19:54:00,2026-02-01 17:49:00,2026-02-01 20:08:12,18.652668,73.360919,72.9,159.62,4.7,2026-02-01 17:28:42,2026-02-01 17:30:42,rain,wet,GREEN,5.8,205.0,5.8,2.0,PUNE_SOLAPUR:DAUND_KURDUVADI,17,6,0.3902439024390244,14.2
OBS-001887,12002,Shivneri Express,2026-02-01,PUNE_SOLAPUR,Pune,Solapur,DAUND_KURDUVADI,1,Daund,2026-02-01 16:29:00,2026-02-01 17:24:00,2026-02-01 19:54:00,2026-02-01 18:04:00,2026-02-01 20:08:12,18.699635,73.374152,56.7,152.2,8.0,2026-02-01 17:32:00,2026-02-01 17:34:00,clear,normal,RED,5.8,205.0,5.8,2.0,PUNE_SOLAPUR:DAUND_KURDUVADI,18,6,0.4634146341463415,14.2
OBS-001888,12002,Shivneri Express,2026-02-01,PUNE_SOLAPUR,Pune,Solapur,KURDUVADI_SOLAPUR,2,Kurduvadi,2026-02-01 16:29:00,2026-02-01 18:44:00,2026-02-01 19:54:00,2026-02-01 18:54:00,2026-02-01 20:08:12,18.956136,73.685925,73.1,72.82,11.4,2026-02-01 18:55:24,2026-02-01 18:59:42,clear,normal,YELLOW,5.8,205.0,5.8,4.3,PUNE_SOLAPUR:KURDUVADI_SOLAPUR,18,6,0.7073170731707317,14.2
OBS-001889,12002,Shivneri Express,2026-02-01,PUNE_SOLAPUR,Pune,Solapur,KURDUVADI_SOLAPUR,2,Kurduvadi,2026-02-01 16:29:00,2026-02-01 18:44:00,2026-02-01 19:54:00,2026-02-01 19:09:00,2026-02-01 20:08:12,18.973746,73.690661,35.7,70.12,10.1,2026-02-01 18:54:06,2026-02-01 18:56:06,cloudy,normal,YELLOW,5.8,205.0,5.8,2.0,PUNE_SOLAPUR:KURDUVADI_SOLAPUR,19,6,0.7804878048780488,14.2
OBS-001890,12002,Shivneri Express,2026-02-01,PUNE_SOLAPUR,Pune,Solapur,KURDUVADI_SOLAPUR,2,Kurduvadi,2026-02-01 16:29:00,2026-02-01 18:44:00,2026-02-01 19:54:00,2026-02-01 19:24:00,2026-02-01 20:08:12,18.941214,73.729653,64.0,42.33,11.7,2026-02-01 18:55:42,2026-02-01 18:57:42,clear,normal,GREEN,5.8,205.0,5.8,2.0,PUNE_SOLAPUR:KURDUVADI_SOLAPUR,19,6,0.8536585365853658,14.2
OBS-001891,12003,Mumbai Rajdhani,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,PUNE_LONAVALA,0,Pune,2026-02-01 06:36:00,2026-02-01 06:36:00,2026-02-01 08:56:00,2026-02-01 06:46:00,2026-02-01 09:00:00,18.377032,73.016426,64.6,181.23,0.1,2026-02-01 06:36:06,2026-02-01 06:37:12,clear,normal,RED,4.5,140.0,4.5,1.1,PUNE_MUMBAI:PUNE_LONAVALA,6,6,0.07142857142857142,4.0
OBS-001892,12003,Mumbai Rajdhani,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,PUNE_LONAVALA,0,Pune,2026-02-01 06:36:00,2026-02-01 06:36:00,2026-02-01 08:56:00,2026-02-01 07:01:00,2026-02-01 09:00:00,18.377579,73.028655,52.8,170.0,2.9,2026-02-01 06:38:54,2026-02-01 06:38:54,cloudy,normal,GREEN,4.5,140.0,4.5,0.0,PUNE_MUMBAI:PUNE_LONAVALA,7,6,0.17857142857142858,4.0
OBS-001893,12003,Mumbai Rajdhani,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,PUNE_LONAVALA,0,Pune,2026-02-01 06:36:00,2026-02-01 06:36:00,2026-02-01 08:56:00,2026-02-01 07:16:00,2026-02-01 09:00:00,18.425474,72.990922,51.5,157.67,-2.0,2026-02-01 06:34:00,2026-02-01 06:34:00,rain,wet,YELLOW,4.5,140.0,4.5,0.0,PUNE_MUMBAI:PUNE_LONAVALA,7,6,0.2857142857142857,4.0
OBS-001894,12003,Mumbai Rajdhani,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,LONAVALA_KARJAT,1,Lonavala,2026-02-01 06:36:00,2026-02-01 07:11:00,2026-02-01 08:56:00,2026-02-01 07:21:00,2026-02-01 09:00:00,18.66242,73.344758,65.5,117.08,-0.1,2026-02-01 07:10:54,2026-02-01 07:15:06,clear,normal,YELLOW,4.5,140.0,4.5,4.2,PUNE_MUMBAI:LONAVALA_KARJAT,7,6,0.32142857142857145,4.0
OBS-001895,12003,Mumbai Rajdhani,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,LONAVALA_KARJAT,1,Lonavala,2026-02-01 06:36:00,2026-02-01 07:11:00,2026-02-01 08:56:00,2026-02-01 07:36:00,2026-02-01 09:00:00,18.657976,73.331364,64.2,101.25,0.4,2026-02-01 07:11:24,2026-02-01 07:13:24,cloudy,normal,RED,4.5,140.0,4.5,2.0,PUNE_MUMBAI:LONAVALA_KARJAT,7,6,0.42857142857142855,4.0
OBS-001896,12003,Mumbai Rajdhani,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,LONAVALA_KARJAT,1,Lonavala,2026-02-01 06:36:00,2026-02-01 07:11:00,2026-02-01 08:56:00,2026-02-01 07:51:00,2026-02-01 09:00:00,18.675515,73.328504,72.9,79.4,3.0,2026-02-01 07:14:00,2026-02-01 07:16:00,clear,wet,RED,4.5,140.0,4.5,2.0,PUNE_MUMBAI:LONAVALA_KARJAT,7,6,0.5357142857142857,4.0
OBS-001897,12003,Mumbai Rajdhani,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,KARJAT_KALYAN,2,Karjat,2026-02-01 06:36:00,2026-02-01 07:46:00,2026-02-01 08:56:00,2026-02-01 07:56:00,2026-02-01 09:00:00,18.95425,73.694928,71.9,75.02,0.7,2026-02-01 07:46:42,2026-02-01 07:50:00,clear,normal,YELLOW,4.5,140.0,4.5,3.3,PUNE_MUMBAI:KARJAT_KALYAN,7,6,0.5714285714285714,4.0
OBS-001898,12003,Mumbai Rajdhani,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,KARJAT_KALYAN,2,Karjat,2026-02-01 06:36:00,2026-02-01 07:46:00,2026-02-01 08:56:00,2026-02-01 08:11:00,2026-02-01 09:00:00,18.988591,73.708962,48.4,66.83,7.3,2026-02-01 07:53:18,2026-02-01 07:55:18,rain,normal,GREEN,4.5,140.0,4.5,2.0,PUNE_MUMBAI:KARJAT_KALYAN,8,6,0.6785714285714286,4.0
OBS-001899,12003,Mumbai Rajdhani,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,KARJAT_KALYAN,2,Karjat,2026-02-01 06:36:00,2026-02-01 07:46:00,2026-02-01 08:56:00,2026-02-01 08:26:00,2026-02-01 09:00:00,18.947958,73.704867,61.7,45.87,3.2,2026-02-01 07:49:12,2026-02-01 07:51:12,cloudy,wet,DOUBLE_YELLOW,4.5,140.0,4.5,2.0,PUNE_MUMBAI:KARJAT_KALYAN,8,6,0.7857142857142857,4.0
OBS-001900,12003,Mumbai Rajdhani,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,KALYAN_MUMBAI,3,Kalyan,2026-02-01 06:36:00,2026-02-01 08:21:00,2026-02-01 08:56:00,2026-02-01 08:31:00,2026-02-01 09:00:00,19.25697,74.026402,59.6,37.07,3.5,2026-02-01 08:24:30,2026-02-01 08:29:00,cloudy,normal,GREEN,4.5,140.0,4.5,4.5,PUNE_MUMBAI:KALYAN_MUMBAI,8,6,0.8214285714285714,4.0
OBS-001901,12003,Mumbai Rajdhani,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,KALYAN_MUMBAI,3,Kalyan,2026-02-01 06:36:00,2026-02-01 08:21:00,2026-02-01 08:56:00,2026-02-01 08:46:00,2026-02-01 09:00:00,19.253713,74.047545,61.6,21.33,2.1,2026-02-01 08:23:06,2026-02-01 08:25:06,cloudy,normal,GREEN,4.5,140.0,4.5,2.0,PUNE_MUMBAI:KALYAN_MUMBAI,8,6,0.9285714285714286,4.0
OBS-001902,12003,Mumbai Rajdhani,2026-02-01,PUNE_MUMBAI,Pune,Mumbai,KALYAN_MUMBAI,3,Kalyan,2026-02-01 06:36:00,2026-02-01 08:21:00,2026-02-01 08:56:00,2026-02-01 09:01:00,2026-02-01 09:00:00,19.246459,74.058925,61.3,6.13,3.3,2026-02-01 08:24:18,2026-02-01 08:26:18,clear,wet,GREEN,4.5,140.0,4.5,2.0,PUNE_MUMBAI:KALYAN_MUMBAI,9,6,1.0,4.0
OBS-001903,12004,Solapur Express,2026-02-01,MUMBAI_NASHIK,Mumbai,Nashik,MUMBAI_KALYAN,0,Mumbai,2026-02-01 08:43:00,2026-02-01 08:43:00,2026-02-01 11:18:00,2026-02-01 08:53:00,2026-02-01 11:25:36,18.390167,73.014501,69.2,173.47,2.7,2026-02-01 08:45:42,2026-02-01 08:48:06,clear,normal,DOUBLE_YELLOW,7.4,155.0,7.4,2.4,MUMBAI_NASHIK:MUMBAI_KALYAN,8,6,0.06451612903225806,7.6
OBS-001904,12004,Solapur Express,2026-02-01,MUMBAI_NASHIK,Mumbai,Nashik,MUMBAI_KALYAN,0,Mumbai,2026-02-01 08:43:00,2026-02-01 08:43:00,2026-02-01 11:18:00,2026-02-01 09:08:00,2026-02-01 11:25:36,18.427396,73.009863,73.6,154.33,1.5,2026-02-01 08:44:30,2026-02-01 08:44:30,cloudy,normal,GREEN,7.4,155.0,7.4,0.0,MUMBAI_NASHIK:MUMBAI_KALYAN,9,6,0.16129032258064516,7.6
OBS-001905,12004,Solapur Express,2026-02-01,MUMBAI_NASHIK,Mumbai,Nashik,MUMBAI_KALYAN,0,Mumbai,2026-02-01 08:43:00,2026-02-01 08:43:00,2026-02-01 11:18:00,2026-02-01 09:23:00,2026-02-01 11:25:36,18.402433,72.988783,60.4,144.73,4.6,2026-02-01 08:47:36,2026-02-01 08:47:36,clear,normal,GREEN,7.4,155.0,7.4,0.0,MUMBAI_NASHIK:MUMBAI_KALYAN,9,6,0.25806451612903225,7.6
OBS-001906,12004,Solapur Express,2026-02-01,MUMBAI_NASHIK,Mumbai,Nashik,KALYAN_KASARA,1,Kalyan,2026-02-01 08:43:00,2026-02-01 09:25:00,2026-02-01 11:18:00,2026-02-01 09:35:00,2026-02-01 11:25:36,18.677584,73.341832,55.3,123.78,5.3,2026-02-01 09:30:18,2026-02-01 09:36:00,cloudy,normal,GREEN,7.4,155.0,7.4,5.7,MUMBAI_NASHIK:KALYAN_KASARA,9,6,0.33548387096774196,7.6
OBS-001907,12004,Solapur Express,2026-02-01,MUMBAI_NASHIK,Mumbai,Nashik,KALYAN_KASARA,1,Kalyan,2026-02-01 08:43:00,2026-02-01 09:25:00,2026-02-01 11:18:00,2026-02-01 09:50:00,2026-02-01 11:25:36,18.680601,73.353476,57.0,109.25,1.8,2026-02-01 09:26:48,2026-02-01 09:28:48,clear,normal,DOUBLE_YELLOW,7.4,155.0,7.4,2.0,MUMBAI_NASHIK:KALYAN_KASARA,9,6,0.432258064516129,7.6
