station_sequence,current_speed_kmh,distance_remaining_km,current_delay_minutes,scheduled_travel_time_min,historical_delay_minutes,station_dwell_time_min,progress_ratio,observation_hour,day_of_week,target_arrival_delay_minutes,service_date,train_id_12000,train_id_12001,train_id_12002,train_id_12003,train_id_12004,train_id_12005,route_id_MUMBAI_NASHIK,route_id_PUNE_MUMBAI,route_id_PUNE_SOLAPUR,section_id_DAUND_KURDUVADI,section_id_KALYAN_KASARA,section_id_KALYAN_MUMBAI,section_id_KARJAT_KALYAN,section_id_KASARA_NASHIK,section_id_KURDUVADI_SOLAPUR,section_id_LONAVALA_KARJAT,section_id_MUMBAI_KALYAN,section_id_PUNE_DAUND,section_id_PUNE_LONAVALA,route_section_MUMBAI_NASHIK:KALYAN_KASARA,route_section_MUMBAI_NASHIK:KASARA_NASHIK,route_section_MUMBAI_NASHIK:MUMBAI_KALYAN,route_section_PUNE_MUMBAI:KALYAN_MUMBAI,route_section_PUNE_MUMBAI:KARJAT_KALYAN,route_section_PUNE_MUMBAI:LONAVALA_KARJAT,route_section_PUNE_MUMBAI:PUNE_LONAVALA,route_section_PUNE_SOLAPUR:DAUND_KURDUVADI,route_section_PUNE_SOLAPUR:KURDUVADI_SOLAPUR,route_section_PUNE_SOLAPUR:PUNE_DAUND,weather_condition_clear,weather_condition_cloudy,weather_condition_rain,track_condition_normal,track_condition_wet,signal_aspect_DOUBLE_YELLOW,signal_aspect_GREEN,signal_aspect_RED,signal_aspect_YELLOW
0,70.1,235.79,-0.9,205.0,11.1,0.0,0.12195121951219512,7,4,8.0,2026-01-23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
2,66.4,57.33,8.1,205.0,11.1,2.0,0.7804878048780488,10,4,8.0,2026-01-23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
0,64.2,181.3,-0.4,140.0,0.7,2.1,0.07142857142857142,15,4,7.2,2026-01-23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
0,62.5,165.96,-1.5,140.0,0.7,0.0,0.17857142857142858,15,4,7.2,2026-01-23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
0,75.3,141.8,3.8,140.0,0.7,0.0,0.2857142857142857,15,4,7.2,2026-01-23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1,65.3,117.12,1.1,140.0,0.7,4.5,0.32142857142857145,16,4,7.2,2026-01-23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,66.9,100.12,1.0,140.0,0.7,2.0,0.42857142857142855,16,4,7.2,2026-01-23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1,66.5,83.67,1.4,140.0,0.7,2.0,0.5357142857142857,16,4,7.2,2026-01-23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2,65.0,41.67,5.2,205.0,11.1,2.0,0.8536585365853658,10,4,8.0,2026-01-23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
2,75.0,55.75,5.3,140.0,0.7,2.0,0.6785714285714286,16,4,7.2,2026-01-23,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,67.4,42.07,9.0,140.0,0.7,2.0,0.7857142857142857,17,4,7.2,2026-01-23,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3,70.9,35.18,3.7,140.0,0.7,5.1,0.8214285714285714,17,4,7.2,2026-01-23,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3,64.3,20.21,9.5,140.0,0.7,2.0,0.9285714285714286,17,4,7.2,2026-01-23,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3,70.7,1.0,5.9,140.0,0.7,2.0,1.0,17,4,7.2,2026-01-23,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,75.9,172.35,2.1,155.0,6.4,2.6,0.06451612903225806,5,4,6.0,2026-01-23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2,52.1,78.32,5.4,140.0,0.7,5.6,0.5714285714285714,16,4,7.2,2026-01-23,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,69.6,138.6,0.1,155.0,6.4,0.0,0.25806451612903225,6,4,6.0,2026-01-23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,62.6,158.92,4.6,155.0,6.4,0.0,0.16129032258064516,5,4,6.0,2026-01-23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2,45.4,77.43,4.3,205.0,11.1,4.6,0.7073170731707317,9,4,8.0,2026-01-23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1,62.4,148.4,5.4,205.0,11.1,2.0,0.4634146341463415,9,4,8.0,2026-01-23,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,73.0,159.58,3.1,205.0,11.1,2.0,0.3902439024390244,8,4,8.0,2026-01-23,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,58.0,226.33,0.9,205.0,11.1,0.0,0.1951219512195122,8,4,8.0,2026-01-23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
0,58.0,255.33,-2.1,205.0,11.1,3.1,0.04878048780487805,7,4,8.0,2026-01-23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
1,68.5,178.58,0.6,205.0,11.1,5.1,0.3170731707317073,8,4,8.0,2026-01-23,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,68.9,40.29,0.3,155.0,6.4,2.0,0.7935483870967742,7,4,6.0,2026-01-23,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,65.3,58.12,2.2,155.0,6.4,4.3,0.6967741935483871,7,4,6.0,2026-01-23,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,65.2,89.53,4.0,155.0,6.4,2.0,0.5290322580645161,6,4,6.0,2026-01-23,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,65.5,105.71,0.7,155.0,6.4,2.0,0.432258064516129,6,4,6.0,2026-01-23,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,90.2,117.97,0.0,155.0,6.4,4.6,0.33548387096774196,6,4,6.0,2026-01-23,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,56.4,31.4,4.9,155.0,6.4,2.0,0.8903225806451613,7,4,6.0,2026-01-23,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3,72.0,35.0,6.5,140.0,9.7,5.6,0.8214285714285714,12,5,4.8,2026-01-24,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,57.0,161.25,5.9,155.0,14.9,0.0,0.16129032258064516,13,5,25.1,2026-01-24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,75.0,172.5,-0.6,155.0,14.9,1.4,0.06451612903225806,12,5,25.1,2026-01-24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3,73.0,1.0,5.1,140.0,9.7,2.0,1.0,13,5,4.8,2026-01-24,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,65.6,19.67,5.4,140.0,9.7,2.0,0.9285714285714286,12,5,4.8,2026-01-24,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2,72.4,38.73,0.4,140.0,9.7,2.0,0.7857142857142857,12,5,4.8,2026-01-24,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,64.5,142.0,7.6,155.0,14.9,0.0,0.25806451612903225,13,5,25.1,2026-01-24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,46.6,79.23,0.2,140.0,9.7,5.6,0.5714285714285714,11,5,4.8,2026-01-24,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,66.6,83.6,2.3,140.0,9.7,2.0,0.5357142857142857,11,5,4.8,2026-01-24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,56.6,104.42,3.8,140.0,9.7,2.0,0.42857142857142855,11,5,4.8,2026-01-24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
1,59.4,118.1,2.6,140.0,9.7,5.0,0.32142857142857145,11,5,4.8,2026-01-24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0,64.5,149.0,2.0,140.0,9.7,0.0,0.2857142857142857,11,5,4.8,2026-01-24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2,70.6,57.58,4.3,140.0,9.7,2.0,0.6785714285714286,12,5,4.8,2026-01-24,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1,57.0,123.5,8.4,155.0,14.9,5.4,0.33548387096774196,13,5,25.1,2026-01-24,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,76.5,160.12,3.0,140.0,9.7,0.0,0.17857142857142858,11,5,4.8,2026-01-24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,74.4,83.4,14.1,155.0,14.9,2.0,0.5290322580645161,14,5,25.1,2026-01-24,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2,45.7,61.38,15.5,155.0,14.9,5.3,0.6967741935483871,14,5,25.1,2026-01-24,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2,59.1,44.38,21.4,155.0,14.9,2.0,0.7935483870967742,14,5,25.1,2026-01-24,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2,46.0,38.33,22.2,155.0,14.9,2.0,0.8903225806451613,15,5,25.1,2026-01-24,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,61.2,254.8,3.9,205.0,10.6,2.7,0.04878048780487805,14,5,13.1,2026-01-24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,54.8,242.17,4.1,205.0,10.6,0.0,0.12195121951219512,14,5,13.1,2026-01-24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0,71.5,217.33,1.9,205.0,10.6,0.0,0.1951219512195122,15,5,13.1,2026-01-24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,61.6,179.73,2.6,205.0,10.6,4.8,0.3170731707317073,15,5,13.1,2026-01-24,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,68.6,161.42,5.6,205.0,10.6,2.0,0.3902439024390244,15,5,13.1,2026-01-24,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1,65.4,146.4,6.9,205.0,10.6,2.0,0.4634146341463415,15,5,13.1,2026-01-24,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2,63.6,74.4,7.2,205.0,10.6,5.2,0.7073170731707317,16,5,13.1,2026-01-24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
2,60.6,59.75,9.9,205.0,10.6,2.0,0.7804878048780488,17,5,13.1,2026-01-24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2,72.0,37.0,8.6,205.0,10.6,2.0,0.8536585365853658,17,5,13.1,2026-01-24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1,63.2,106.67,10.1,155.0,14.9,2.0,0.432258064516129,13,5,25.1,2026-01-24,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,59.2,182.13,2.3,140.0,9.7,2.3,0.07142857142857142,10,5,4.8,2026-01-24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
0,61.6,181.73,4.5,140.0,1.0,3.1,0.07142857142857142,16,5,4.9,2026-01-24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2,57.2,61.17,3.8,205.0,3.0,2.0,0.7804878048780488,11,5,3.1,2026-01-24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2,67.8,39.8,0.3,205.0,3.0,2.0,0.8536585365853658,11,5,3.1,2026-01-24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,70.6,162.58,1.3,140.0,1.0,0.0,0.17857142857142858,16,5,4.9,2026-01-24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
0,71.4,144.4,-0.4,140.0,1.0,0.0,0.2857142857142857,16,5,4.9,2026-01-24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,54.7,118.88,0.8,140.0,1.0,5.0,0.32142857142857145,17,5,4.9,2026-01-24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,85.8,92.25,1.9,140.0,1.0,2.0,0.42857142857142855,17,5,4.9,2026-01-24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
1,63.4,85.73,4.2,140.0,1.0,2.0,0.5357142857142857,17,5,4.9,2026-01-24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
2,61.6,76.73,2.0,140.0,1.0,3.9,0.5714285714285714,17,5,4.9,2026-01-24,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2,44.7,57.2,3.2,140.0,1.0,2.0,0.7857142857142857,18,5,4.9,2026-01-24,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3,57.7,37.38,4.1,140.0,1.0,4.6,0.8214285714285714,18,5,4.9,2026-01-24,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
3,73.1,16.54,4.4,140.0,1.0,2.0,0.9285714285714286,18,5,4.9,2026-01-24,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
3,59.7,7.2,5.1,140.0,1.0,2.0,1.0,18,5,4.9,2026-01-24,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,63.7,174.38,-1.3,155.0,7.8,2.9,0.06451612903225806,6,5,21.8,2026-01-24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,76.1,153.29,2.0,155.0,7.8,0.0,0.16129032258064516,6,5,21.8,2026-01-24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2,75.6,55.5,5.6,140.0,1.0,2.0,0.6785714285714286,17,5,4.9,2026-01-24,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,70.1,121.32,7.4,155.0,7.8,5.6,0.33548387096774196,7,5,21.8,2026-01-24,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,76.4,134.07,6.4,155.0,7.8,0.0,0.25806451612903225,7,5,21.8,2026-01-24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,57.9,151.4,5.9,205.0,3.0,2.0,0.4634146341463415,10,5,3.1,2026-01-24,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,77.8,157.58,2.4,205.0,3.0,2.0,0.3902439024390244,9,5,3.1,2026-01-24,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1,62.3,179.62,2.1,205.0,3.0,4.0,0.3170731707317073,9,5,3.1,2026-01-24,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
0,64.3,222.13,2.8,205.0,3.0,0.0,0.1951219512195122,9,5,3.1,2026-01-24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0,74.1,234.12,2.3,205.0,3.0,0.0,0.12195121951219512,8,5,3.1,2026-01-24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
2,64.7,74.22,-1.7,205.0,3.0,6.0,0.7073170731707317,10,5,3.1,2026-01-24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
2,33.1,46.93,19.1,155.0,7.8,2.0,0.8903225806451613,8,5,21.8,2026-01-24,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2,48.0,49.0,17.6,155.0,7.8,2.0,0.7935483870967742,8,5,21.8,2026-01-24,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,60.0,59.0,12.1,155.0,7.8,4.1,0.6967741935483871,8,5,21.8,2026-01-24,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,57.7,94.53,12.4,155.0,7.8,2.0,0.5290322580645161,7,5,21.8,2026-01-24,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,66.1,105.46,9.3,155.0,7.8,2.0,0.432258064516129,7,5,21.8,2026-01-24,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,86.7,250.55,-1.6,205.0,3.0,1.2,0.04878048780487805,8,5,3.1,2026-01-24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
0,66.1,140.93,6.2,155.0,8.1,0.0,0.25806451612903225,14,6,23.1,2026-01-25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0,67.5,156.88,0.8,155.0,8.1,0.0,0.16129032258064516,14,6,23.1,2026-01-25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,78.8,171.87,1.6,155.0,8.1,2.1,0.06451612903225806,13,6,23.1,2026-01-25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3,76.0,1.0,2.8,140.0,12.1,2.0,1.0,14,6,6.6,2026-01-25,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3,59.9,22.04,9.0,140.0,12.1,2.0,0.9285714285714286,13,6,6.6,2026-01-25,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,61.9,36.68,6.3,140.0,12.1,3.9,0.8214285714285714,13,6,6.6,2026-01-25,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,53.6,92.27,4.0,140.0,12.1,2.0,0.5357142857142857,12,6,6.6,2026-01-25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2,70.9,57.46,5.4,140.0,12.1,2.0,0.6785714285714286,13,6,6.6,2026-01-25,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,68.1,75.65,3.3,140.0,12.1,3.9,0.5714285714285714,12,6,6.6,2026-01-25,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,57.8,103.92,4.4,140.0,12.1,2.0,0.42857142857142855,12,6,6.6,2026-01-25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
1,75.5,115.42,0.3,140.0,12.1,5.1,0.32142857142857145,12,6,6.6,2026-01-25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0,69.7,145.53,2.1,140.0,12.1,0.0,0.2857142857142857,12,6,6.6,2026-01-25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2,59.2,47.53,4.5,140.0,12.1,2.0,0.7857142857142857,13,6,6.6,2026-01-25,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,50.1,124.65,10.8,155.0,8.1,4.5,0.33548387096774196,14,6,23.1,2026-01-25,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2,58.2,46.2,12.3,205.0,11.2,2.0,0.8536585365853658,18,6,15.5,2026-01-25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
